5,377.T0.3-54-G-016-3.8.R
5,5_fromDepot
5,5_toDepot
6,2.T0.3-54-G-016-3.1.H
6,197.T0.3-54-G-016-3.6.R
6,22.T0.3-54-G-016-3.2.H
6,228.T0.3-54-G-016-3.6.R
6,49.T0.3-54-G-016-3.2.H
6,255.T0.3-54-G-016-3.6.R
6,76.T0.3-54-G-016-3.2.H
6,282.T0.3-54-G-016-3.6.R
6,103.T0.3-54-G-016-3.2.H
6,309.T0.3-54-G-016-3.6.R
6,131.T0.3-54-G-016-3.2.H
6,337.T0.3-54-G-016-3.6.R
6,160.T0.3-54-G-016-3.2.H
6,363.T0.3-54-G-016-3.6.R
6,182.T0.3-54-G-016-3.2.H
6,6_fromDepot
6,6_toDepot
7,192.T0.3-54-G-016-3.7.R
7,6.T0.3-54-G-016-3.2.H
7,210.T0.3-54-G-016-3.6.R
7,32.T0.3-54-G-016-3.2.H
7,238.T0.3-54-G-016-3.6.R
7,61.T0.3-54-G-016-3.2.H
7,267.T0.3-54-G-016-3.6.R
7,89.T0.3-54-G-016-3.2.H
7,295.T0.3-54-G-016-3.6.R
7,116.T0.3-54-G-016-3.2.H
7,322.T0.3-54-G-016-3.6.R
7,143.T0.3-54-G-016-3.2.H
7,349.T0.3-54-G-016-3.6.R
7,172.T0.3-54-G-016-3.2.H
7,373.T0.3-54-G-016-3.6.R
7,7_fromDepot
7,7_toDepot
8,3.T0.3-54-G-016-3.2.H
8,206.T0.3-54-G-016-3.6.R
8,31.T0.3-54-G-016-3.2.H
8,237.T0.3-54-G-016-3.6.R
8,60.T0.3-54-G-016-3.2.H
8,266.T0.3-54-G-016-3.6.R
8,88.T0.3-54-G-016-3.2.H
8,294.T0.3-54-G-016-3.6.R
8,115.T0.3-54-G-016-3.2.H
8,321.T0.3-54-G-016-3.6.R
8,142.T0.3-54-G-016-3.2.H
8,348.T0.3-54-G-016-3.6.R
8,171.T0.3-54-G-016-3.2.H
8,372.T0.3-54-G-016-3.6.R
8,8_fromDepot
8,8_toDepot
9,5.T0.3-54-G-016-3.3.H
9,202.T0.3-54-G-016-3.6.R
9,28.T0.3-54-G-016-3.2.H
9,234.T0.3-54-G-016-3.6.R
9,56.T0.3-54-G-016-3.2.H
9,262.T0.3-54-G-016-3.6.R
9,83.T0.3-54-G-016-3.2.H
9,289.T0.3-54-G-016-3.6.R
9,110.T0.3-54-G-016-3.2.H
9,316.T0.3-54-G-016-3.6.R
9,137.T0.3-54-G-016-3.2.H
9,343.T0.3-54-G-016-3.6.R
9,166.T0.3-54-G-016-3.2.H
9,369.T0.3-54-G-016-3.6.R
9,187.T0.3-54-G-016-3.5.H
9,9_fromDepot
9,9_toDepot
10,193.T0.3-54-G-016-3.6.R
